,runsolver_MAXVM,max_memory,width_frac_denominator,runsolver_STATUS,pre_wall,runsolver_WCTIME,enc_wall,runsolver_TIMEOUT,width_frac_numerator,perf_cycles,pre_clique_size,cpu_time,run_id,perf_dTLB_loads,runsolver_SYSTEMTIME,runsolver_USERTIME,#vertices,perf_dTLB_store_misses,size_largest_hyperedge,perf_iTLB_load_misses,width,platform,#hyperedges,err,perf_dTLB_load_misses,perf_elapsed,perf_iTLB_loads,runsolver_MEMOUT,perf_cache_misses,ret_fhtd,runsolver_CPUUSAGE,hostname,num_twins,runsolver_CPUTIME,return_code,verdict,wall_time,runsolver_error,hash,perf_dTLB_stores
142,765276,765276,1,0,"[0.10581517219543457, 1585324300.0855098, 0.2080216407775879, 1585324300.1878147, 0.3090224266052246, 1585324300.279593, 0.4090142250061035, 1585324300.3811436, 0.5246474742889404, 1585324300.48453, 0.6262407302856445, 1585324300.5876637, 0.7292969226837158, 1585324300.6784449, 0.8226375579833984, 1585324300.7700207, 0.9402070045471191, 1585324300.863437, 1.0436737537384033, 1585324300.955816, 1.1473965644836426, 1585324301.0598004, 1.241922378540039, 1585324301.1539195, 1.349649429321289, 1585324301.247835, 1.4540984630584717, 1585324301.353814, 1.5584619045257568, 1585324301.4610207, 1.6621015071868896, 1585324301.5530937, 1.7635107040405273, 1585324301.6687543, 1.8669958114624023, 1585324301.7709024, 1.970508098602295, 1585324301.8729136, 2.0638821125030518, 1585324301.9763954, 2.156834125518799, 1585324302.0686471, 2.260172128677368, 1585324302.1885679, 2.3644211292266846, 1585324302.2906733, 2.468261241912842, 1585324302.3945355, 2.5600645542144775, 1585324302.4880817]",82.8594,0.04725027084350586,false,2.0,202674662398,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",82.457,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/daimlerchrysler/adder_50.hg/0,138497424349,0.991606,81.4654,351,2329072,3,13954480,2.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,250,NaN,18085946,82.722075546,33664299,false,6059956,1,99.5144,taurusi6484.taurus.hrsk.tu-dresden.de,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",82.457,0,OK,82.8594,NaN,beec48779753bd06d432f35a45f6a7b45bb77f0b8645acbaaf4133d29702b9fd,81500058848
143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/grid2d/grid2d_35.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
144,689116,689116,1,0,[],1.2299,0,false,1,2080571456,[],0.986352,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/imdb-q2b.hg/0,663515885,0.272229,0.714123,22,277942,12,1129898,1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,5,NaN,2190104,1.099776072,1189137,false,1019609,1,80.1979,taurusi6336.taurus.hrsk.tu-dresden.de,[],0.986352,0,OK,1.2299,NaN,c37fe216577d0a1bf00cdcee6e70dee10887182c42810d41d2745cc7384732ce,364964176
145,690276,690276,1,0,[],1.88427,0,false,1,2702459609,[],1.26776,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/tpch-manual-q13.hg/0,943710896,0.307277,0.960487,48,360991,16,1542510,1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,6,NaN,2867079,1.754672842,1601011,false,1077926,1,67.2814,taurusi6486.taurus.hrsk.tu-dresden.de,[],1.26776,0,OK,1.88427,NaN,0565e6a208dbc6fee298254e83be3c01ebe19a9a694b9e0780d1fbd932d5c538,538212101
146,689908,689908,1,0,[],1.25823,0,false,1,2170485397,[],1.0236,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/deep200-q19.hg/0,679407350,0.260994,0.762607,25,298331,4,1090122,1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,8,NaN,2272719,1.129525258,1245736,false,1324030,1,81.3521,taurusi6508.taurus.hrsk.tu-dresden.de,[],1.0236,0,OK,1.25823,NaN,a8301e1fa23d3af196e03c91c7fe107a65fe9e80745851212f40d9757855d176,381155497
147,689136,689136,1,0,[],1.21201,0,false,1,1923463335,[],0.913898,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/deep200-q07.hg/0,554650477,0.254962,0.658936,10,284883,4,1049020,1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,3,NaN,2235999,1.082629391,1007866,false,1039187,1,75.4033,taurusi6521.taurus.hrsk.tu-dresden.de,[],0.913898,0,OK,1.21201,NaN,66a79de62a45550e1a70e02c73a70153ac04158d492161de94eb9b8475b2ce49,309820377
148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/STB-128-q10.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
149,688880,688880,1,0,[],1.21146,0,false,1,1891230141,[],0.909888,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/deep100-q09.hg/0,553456112,0.251005,0.658883,10,271808,4,1035425,1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,3,NaN,1992420,1.083445494,1074416,false,823416,1,75.1067,taurusi6509.taurus.hrsk.tu-dresden.de,[],0.909888,0,OK,1.21146,NaN,b87d050ab110a6f6d650dbe2e4ecaf2e88658345d74c68deb11fe59e9ff731ed,312773872
150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/deep200-q11.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/tpch-manual-q9.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/STB-128-q18.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/cq/tpch-manual-q11.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
154,1259320,1259320,NaN,1,NaN,7200.14,NaN,true,NaN,-1,NaN,7199.21,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/maxsat/aim-50-3_4-yes1-3.hg/0,-1,1.22738,7197.99,NaN,-1,NaN,-1,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,-1,-1,-1,false,-1,NaN,99.9871,taurusi6484.taurus.hrsk.tu-dresden.de,NaN,7199.21,1,TLE,7200.14,NaN,NaN,-1
155,1291608,1291608,1,1,[0.10403561592102051],3394.42,2.275331735610962,false,5,8359200115130,[1],3393.95,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/grids/grid8.hg/0,2475919068854,2.00177,3391.94,64,18057408733,2,677984219,5.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,112,NaN,96407572135,3394.293677131,188583816,false,11172734811,1,99.9859,taurusi6508.taurus.hrsk.tu-dresden.de,[0],3393.95,1,OK,3394.42,NaN,0d29cc2f8e6ad915f54e66f8093c9c60206d3f816b009ed664f9303703b83957,1307429937864
156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/grids/medial5x5.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
157,872432,872432,1,0,[0.0663304328918457],8.91675,0.40208005905151367,false,4,20766188097,[1],8.62294,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/grids/grid6.hg/0,11185161409,0.559922,8.06302,36,5655744,2,4639373,4.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,60,NaN,37009034,8.782480344,7938940,false,4711516,1,96.7049,taurusi6509.taurus.hrsk.tu-dresden.de,[0],8.62294,0,OK,8.91675,NaN,a146f43964b36ac13b08e2058e787d5981d5a20ddc65bf22be117ce396e23722,6159938951
158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_other/grid2d_50.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
159,4637792,4637792,NaN,1,NaN,4934.85,NaN,false,NaN,12158426285817,NaN,4933.88,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_other/dubois28.hg/0,3442007955131,7.91234,4925.97,NaN,19934520531,NaN,220831532,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,74809742391,4934.569068256,55172614,false,37649034627,NaN,99.9804,taurusi6486.taurus.hrsk.tu-dresden.de,NaN,4933.88,1,RTE,4934.85,NaN,NaN,1446646599006
160,4842224,4842224,NaN,1,NaN,7200.26,NaN,true,NaN,17740560946427,NaN,7199.59,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_other/flat30-99.hg/0,6185911347183,7.60553,7191.98,NaN,7380503536,NaN,327207381,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,22801705475,7199.919178281,22992849,false,10409408912,NaN,99.9907,taurusi6484.taurus.hrsk.tu-dresden.de,NaN,7199.59,1,TLE,7200.26,NaN,NaN,2808512586346
161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-10-20-10-5-10000-19.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/reg-s20-p03-c20-d10-n10-l5-85.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
163,4946196,4946196,NaN,1,NaN,7200.27,NaN,true,NaN,17760077274465,NaN,7199.44,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-10-60-20-30-51200-08.xml.hg/0,5942256507303,74.4177,7125.02,NaN,976159214,NaN,171835878,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,10815814755,7199.904747347,6174801,false,8781845288,NaN,99.9885,taurusi6405.taurus.hrsk.tu-dresden.de,NaN,7199.44,1,TLE,7200.27,NaN,NaN,2948112421226
164,757368,757368,1,0,[],1.69388,0,false,2.4000000000000004,2454174023,[],1.16348,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-5-2X-05c-12.xml.hg/0,810958389,0.316535,0.846942,12,321190,5,1512326,2.4000000000000004,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,90,NaN,2582442,1.551884474,1164587,false,2273001,1,68.6873,taurusi6484.taurus.hrsk.tu-dresden.de,[],1.16348,0,OK,1.69388,NaN,79590e3c0c6ad38a35762e14c5b6fafab1901c3cd4079cb99c52ec533f1e3569,446169260
165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-3-20-20-60-632f-13.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-3-28-28-93-632f-03.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
167,830232,830232,1,0,[0.06966924667358398],14.5781,0.08499956130981445,false,5,34685378486,[1],14.2331,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-3-20-20-60-632f-37.xml.hg/0,10406839459,0.345317,13.8878,20,990872,3,2459458,5.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,58,NaN,8219538,14.445831776,1695209,false,7457144,1,97.6337,taurusi6509.taurus.hrsk.tu-dresden.de,[0],14.2331,0,OK,14.5781,NaN,aa0ad97773d3f3b7c605b84831ea88fef927c3c5477380069985e0e7d3557637,5318725997
168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-5-4X-05c-49.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-3-20-20-60-632f-46.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
170,872836,872836,NaN,0,NaN,118.423,NaN,false,NaN,288431501839,NaN,117.174,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/mdd-7-25-5-56-03.xml.hg/0,61812954974,0.495,116.679,NaN,1868355,NaN,4272521,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,34049916,118.291630031,1948167,false,20565311,NaN,98.9454,taurusi6508.taurus.hrsk.tu-dresden.de,NaN,117.174,0,RTE,118.423,NaN,NaN,29853306712
171,5476636,5476636,NaN,1,NaN,7200.3,NaN,true,NaN,17747621463079,NaN,7200.04,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/reg-s20-p03-c20-d10-n10-l5-42.xml.hg/0,5080864044063,37.7247,7162.31,NaN,19347538396,NaN,325069568,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,80054672425,7199.915499533,46687131,false,63352107027,NaN,99.9964,taurusi6520.taurus.hrsk.tu-dresden.de,NaN,7200.04,1,TLE,7200.3,NaN,NaN,2237042489251
172,1020504,1020504,1,0,[0.2641446590423584],34.3043,0.37336206436157227,false,5,83696085731,[1],34.1163,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-2-40-180-84-090-85.xml.hg/0,30265434903,0.631381,33.4849,40,74244027,2,4458430,5.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,84,NaN,265654887,34.175536095,3328520,false,56719742,1,99.4519,taurusi6340.taurus.hrsk.tu-dresden.de,[0],34.1163,0,OK,34.3043,NaN,0e68be2d3e3a441a06dd6390216712f2fb92e469049c25c7209f75bb521448a9,15383501884
173,4686572,4686572,NaN,1,NaN,7200.24,NaN,true,NaN,17761565807074,NaN,7199.41,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-10-60-20-30-51200-41.xml.hg/0,5778707349098,106.274,7093.14,NaN,1241578619,NaN,162970584,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,10221709612,7199.573493153,6338883,false,10650699607,NaN,99.9884,taurusi6405.taurus.hrsk.tu-dresden.de,NaN,7199.41,1,TLE,7200.24,NaN,NaN,2797099829654
174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-3-20-20-60-632-14.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
175,831580,831580,3,0,[0.09286212921142578],7.07035,0.08498072624206543,false,14,16323011694,[1],6.77587,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-3-20-20-60-632-41.xml.hg/0,5562266482,0.342072,6.4338,20,659573,3,1878581,4.666666666666667,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,60,NaN,6481955,6.941422211,1637951,false,5620337,1,95.835,taurusi6509.taurus.hrsk.tu-dresden.de,[0],6.77587,0,OK,7.07035,NaN,74a3ad2f6146ddf6d7c9ee2126a9204becc8370748139e2388f81a0d1bdb61eb,2911938330
176,4091256,4091256,NaN,1,NaN,7200.22,NaN,true,NaN,-1,NaN,7199.38,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-7-40-8-40-05000-5.xml.hg/0,-1,64.0531,7135.33,NaN,-1,NaN,-1,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,-1,-1,-1,false,-1,NaN,99.9884,taurusi6413.taurus.hrsk.tu-dresden.de,NaN,7199.38,1,TLE,7200.22,NaN,NaN,-1
177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-2-40-180-84-090-81.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
178,5532060,5532060,NaN,1,NaN,7200.29,NaN,true,NaN,17733327219858,NaN,7195.67,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/reg-s20-p03-c20-d10-n10-l5-70.xml.hg/0,6014253921166,56.0413,7139.63,NaN,18958521182,NaN,354103459,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,81846313112,7199.785428021,63969132,false,28642763705,NaN,99.9359,taurusi6404.taurus.hrsk.tu-dresden.de,NaN,7195.67,1,TLE,7200.29,NaN,NaN,2665296339210
179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-7-40-8-40-25000-8.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
180,5410044,5410044,NaN,1,NaN,7200.29,NaN,true,NaN,17741859878760,NaN,7199.7,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/reg-s20-p03-c20-d10-n10-l5-13.xml.hg/0,4949408701564,13.9889,7185.71,NaN,18770131724,NaN,263543396,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,77755258549,7199.931173846,61161804,false,66732087511,NaN,99.9917,taurusi6340.taurus.hrsk.tu-dresden.de,NaN,7199.7,1,TLE,7200.29,NaN,NaN,2177079510482
181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-3-28-28-93-632f-42.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
182,757368,757368,1,0,[],1.68042,0,false,2.4000000000000004,2342867771,[],1.11402,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-5-4X-05c-16.xml.hg/0,787613313,0.304046,0.809976,12,309590,5,1292649,2.4000000000000004,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,89,NaN,2387692,1.548458338,1181540,false,1075048,1,66.2945,taurusi6509.taurus.hrsk.tu-dresden.de,[],1.11402,0,OK,1.68042,NaN,2767c389c673dfb7940763d249301ce8729fea4937703690003f6d4034511e1c,443697338
183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-8-20-5-18-800-11.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-3-20-20-60-632f-19.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
185,5344060,5344060,NaN,1,NaN,7200.28,NaN,true,NaN,-1,NaN,7198.9,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/reg-s20-p03-c20-d10-n10-l5-37.xml.hg/0,-1,18.8409,7180.06,NaN,-1,NaN,-1,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,-1,-1,-1,false,-1,NaN,99.9807,taurusi6405.taurus.hrsk.tu-dresden.de,NaN,7198.9,1,TLE,7200.28,NaN,NaN,-1
186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-3-24-24-76-632-19.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/mdd-7-25-5-ps05-psh07-9.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+optimathsat+optimathsat-1.6.3]/hypergraphs/hyperbench/csp_random/rand-7-40-8-40-05000-1.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
